description,clean,noised
accuracy_parse,0.9455252918287937,0.8132295719844358
accuracy_full,0.8326848249027238,0.3540856031128405
title_accuracy_parse,,
fn_accuracy_parse,0.9844357976653697,0.9066147859922179
mn_accuracy_parse,0.9292929292929293,0.8787878787878788
ln_accuracy_parse,0.953307392996109,0.8599221789883269
suffix_accuracy_parse,0.8333333333333334,0.8333333333333334
title_accuracy_full,,
fn_accuracy_full,0.953307392996109,0.7198443579766537
mn_accuracy_full,0.7878787878787878,0.5353535353535354
ln_accuracy_full,0.9221789883268483,0.6498054474708171
suffix_accuracy_full,0.8333333333333334,0.8333333333333334
title_avg_dist_parse,,
fn_avg_dist_parse,0.08560311284046693,0.38910505836575876
mn_avg_dist_parse,0.24242424242424243,0.5050505050505051
ln_avg_dist_parse,0.16731517509727625,0.44357976653696496
suffix_avg_dist_parse,0.16666666666666666,0.16666666666666666
title_avg_dist_full,,
fn_avg_dist_full,0.1245136186770428,0.6381322957198443
mn_avg_dist_full,0.4444444444444444,1.0303030303030303
ln_avg_dist_full,0.2140077821011673,0.7120622568093385
suffix_avg_dist_full,0.16666666666666666,0.16666666666666666
