description,clean,noised
accuracy_parse,0.953307392996109,0.7782101167315175
accuracy_full,0.8482490272373541,0.27626459143968873
title_accuracy_parse,,
fn_accuracy_parse,0.9922178988326849,0.8910505836575876
mn_accuracy_parse,0.9393939393939394,0.8686868686868687
ln_accuracy_parse,0.9610894941634242,0.8365758754863813
suffix_accuracy_parse,0.8333333333333334,0.6666666666666666
title_accuracy_full,,
fn_accuracy_full,0.9688715953307393,0.688715953307393
mn_accuracy_full,0.7575757575757576,0.5454545454545454
ln_accuracy_full,0.9494163424124513,0.6147859922178989
suffix_accuracy_full,0.8333333333333334,0.6666666666666666
title_avg_dist_parse,,
fn_avg_dist_parse,0.03501945525291829,0.44357976653696496
mn_avg_dist_parse,0.18181818181818182,0.6363636363636364
ln_avg_dist_parse,0.12840466926070038,0.5875486381322957
suffix_avg_dist_parse,0.16666666666666666,0.3333333333333333
title_avg_dist_full,,
fn_avg_dist_full,0.07782101167315175,0.7042801556420234
mn_avg_dist_full,0.5353535353535354,1.202020202020202
ln_avg_dist_full,0.15953307392996108,0.8715953307392996
suffix_avg_dist_full,0.16666666666666666,0.5
